unique id,channel_name,problems,sub-probkems,order_id,order_date_time,issue_responded,customer_city,product_category,item_price,employee_name,supervisor,manager,tenure bucket,employee shift,csat score,age_daytime
1622eeae-67aa-466b-b9f8-c8c14f321f15,Inbound,Feedback,UnProfessional Behaviour,9d7f511a-dfb6-42b5-983c-17f837ff8ecf,2023-07-20 23:03:00,2023-08-02 13:21:00,HARIDWAR,Electronics,$199.0,Terri Carr,Brayden Wong,Michael Lee,>90,Afternoon,5,12
ce7c55f1-8072-4f96-ae67-69d2d84be187,Inbound,Returns,Reverse Pickup Enquiry,ac9632ba-54e2-4c2e-b8a4-c0b699389432,2023-07-12 11:42:00,2023-08-01 12:54:00,GAYA,Books & General merchandise,$295.0,Matthew Bennett,Olivia Wang,John Smith,>90,Evening,5,20
73ddcafe-dd8b-4941-8da1-635c00ef3423,Inbound,Returns,Wrong,6320a255-b193-4bc5-98c6-e4779cadafa9,2023-06-05 09:02:00,2023-08-01 09:34:00,RASULABAD,Mobile,$7999.0,Lisa Padilla,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5,57
14441926-8809-4289-b54a-2f3a46158c48,Inbound,Returns,Return request,28821ef6-5703-4082-b129-33adb8907129,2023-07-16 21:42:00,2023-08-01 00:53:00,VIRAMGAM,Electronics,$1499.0,Sharon Stephenson,Jacob Sato,Emily Chen,0-30,Evening,5,15
a57a6400-a9cd-41cd-b5f6-66f3abcdf948,Inbound,Returns,Reverse Pickup Enquiry,e6a982e4-0ad1-479c-afaa-2f84afabb3fb,2023-07-07 21:59:00,2023-08-01 21:49:00,DHULE,Electronics,$1799.0,Lindsey Smith,Nathan Patel,John Smith,>90,Afternoon,5,24
25abf0c6-b5c9-47b3-b51e-8d7b1ea333b7,Inbound,Returns,Reverse Pickup Enquiry,a9c911b1-f2c8-43fd-9907-a6da3f2912ea,2023-07-24 15:48:00,2023-08-01 20:41:00,BHUBANESWAR,Electronics,$999.0,Alexis Campbell,Elijah Yamaguchi,Michael Lee,>90,Afternoon,5,8
22ef9fdb-737f-47a2-bebf-b31c4352013d,Outcall,Refund Related,Refund Enquiry,70cd4326-96e7-4a91-aa32-07dfd2db224f,2023-07-30 11:29:00,2023-08-02 10:19:00,CHANGANACHERRY,Home Appliences,$21999.0,Joshua Greene,Scarlett Chen,John Smith,0-30,Morning,5,2
2eddc64d-64f0-4928-b525-e71e1821eab3,Outcall,Returns,Missing,5fbd2882-0763-486a-849f-7b95083bc88d,2023-07-30 19:57:00,2023-08-01 18:23:00,BANGALORE,Home Appliences,$447.0,Mark Ruiz,Lucas Singh,John Smith,31-60,Evening,5,1
796fe7f6-eec2-4713-9ecb-27ca7a000ee6,Inbound,Returns,Service Centres Related,eb349a4e-d3ec-4232-95f0-d277c0fcf8a6,2023-06-19 17:37:00,2023-08-01 01:14:00,DARBHANGA,Home Appliences,$16390.0,Gina Richards,Logan Lee,Emily Chen,61-90,Evening,1,42
10b123b2-a48f-4738-8d3b-00d9732becce,Inbound,Returns,Technician Visit,0f7d1489-78f4-4bbf-85d0-4f60c98b397e,2023-07-21 15:09:00,2023-08-01 00:17:00,NEW DELHI,Electronics,$1099.0,Elizabeth Mills,Lucas Singh,John Smith,>90,Evening,1,10
dc01c1df-3630-46c5-9455-9b8d04f3352f,Inbound,Order Related,Delayed,e1988300-abab-4e95-b5d6-0ba420fb01ab,2023-07-17 15:57:00,2023-08-02 20:23:00,HALDWANI,Home Appliences,$25990.0,Michael Dunlap,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,1,16
39bda244-da78-408b-afcb-1fe86330477b,Outcall,Order Related,Delayed,8312cecc-6148-4472-87df-c6f9dab92a18,2023-07-31 22:41:00,2023-08-01 19:19:00,,Electronics,$14999.0,Randy Finley,Emily Yamashita,Michael Lee,>90,Morning,5,0
7451123a-49f9-44ef-bc69-2f0db628d5b6,Inbound,Returns,Reverse Pickup Enquiry,4fb58b70-3cdb-4578-8b79-9bd3ef9513c3,2023-07-19 17:28:00,2023-08-01 09:49:00,PUNE,Home,$417.0,Pamela Johnson,Scarlett Chen,John Smith,0-30,Morning,1,12
0bb5983a-c3c8-475d-85eb-b8668fe58278,Inbound,Order Related,Order status enquiry,be2f5c03-db6d-4098-bf6a-6d31f2320c69,2023-07-28 18:23:00,2023-08-01 14:42:00,CHANDRAPUR,Mobile,$11999.0,Douglas Savage,Jackson Park,John Smith,>90,Morning,1,3
5ff8e6d4-3fac-418b-a8a9-1660566fb6dc,Outcall,Order Related,Order status enquiry,a3effd07-894a-4a4b-84e1-7611584f39b2,2023-07-29 11:13:00,2023-08-02 19:27:00,JAMNAGAR,Electronics,$203.0,Joshua Rodriguez,Jackson Park,William Kim,On Job Training,Evening,1,4
4f1a89a5-77e0-40d4-a8ff-3112a6c8493a,Inbound,Cancellation,Not Needed,d0bb8c2a-b0ae-4ae5-83c7-0b251042d0a5,2023-07-23 19:36:00,2023-08-01 18:42:00,PUNE,Books & General merchandise,$1299.0,Andrea Beck,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,4,8
a946c561-e095-4cf8-84e6-8ff7c0e798cf,Outcall,Returns,Reverse Pickup Enquiry,a7d2f7ed-9c54-4c04-82d5-9b6211734960,2023-07-23 19:25:00,2023-08-02 11:56:00,CUDDAPAH,Electronics,$1453.0,Timothy Henry,William Park,John Smith,31-60,Morning,5,9
e71ac209-726f-4a79-8bd2-15232e71775e,Inbound,Order Related,Delayed,c53ace18-b1c0-4762-803a-a4a5d26c36df,2023-07-21 18:40:00,2023-08-02 21:02:00,AURANGABAD,LifeStyle,$499.0,Robert Elliott,Jackson Park,Michael Lee,31-60,Evening,5,12
fda28a40-45e8-4086-9a1c-b8c29eee1f8b,Inbound,Order Related,Delayed,dd6630fa-73e9-44b9-9d80-a27c255ba115,2023-07-27 14:13:00,2023-08-02 10:53:00,MUNGER,Books & General merchandise,$17.0,Ryan Payne,Scarlett Chen,John Smith,0-30,Morning,5,5
85af8ef2-6119-4b74-a59d-3749bc9b40e0,Email,Returns,Fraudulent User,87212636-74b9-4b0e-8cd7-741b00ed0944,2023-07-17 00:34:00,2023-08-02 16:06:00,BARAUT,Electronics,$1699.0,Jonathan Moore,Zoe Yamamoto,John Smith,>90,Morning,1,16
c7fcb081-562c-4136-be9f-5f2aaa1b908a,Inbound,Returns,Wrong,e5f28604-8582-4b52-95ed-9de6ab01a8dd,2023-07-26 18:55:00,2023-08-01 00:04:00,GOPALGANJ,Electronics,$18990.0,Vincent Nguyen,Elijah Yamaguchi,Michael Lee,31-60,Afternoon,3,5
aebebfb0-f424-4042-93d5-8e99f975e816,Inbound,Feedback,UnProfessional Behaviour,65af7e2a-69f8-4a91-ac6d-b947770a1f13,2023-07-16 13:52:00,2023-08-01 07:32:00,MUZAFFARNAGAR,LifeStyle,$275.0,Tina Garza,Noah Patel,Michael Lee,>90,Morning,5,15
6e95b29e-64ac-458d-87cb-fbe51260d43f,Inbound,Order Related,Order status enquiry,d2830549-8e9c-45d8-9b30-3bff2a9a7621,2023-07-30 12:32:00,2023-08-01 16:55:00,UNNAO,LifeStyle,$499.0,Trevor Villarreal,Elijah Yamaguchi,Michael Lee,31-60,Morning,5,2
32752924-e3bc-4756-bbd3-8dc6ef9b197b,Inbound,Order Related,Delayed,8ebf99a3-fbcf-475f-b9f0-d264230fdbbd,2023-07-28 12:16:00,2023-08-01 18:01:00,SAWER,Mobile,$6499.0,Andrea Conley,Noah Patel,Michael Lee,31-60,Evening,5,4
51b1474e-44dc-40f7-923c-86f4155b879e,Inbound,Refund Related,Refund Related Issues,d5e4025c-6500-442f-840e-aa7e9cc445c4,2023-07-26 19:05:00,2023-08-01 18:44:00,DHARAMASALA,Mobile,$10999.0,Whitney Wheeler,Lucas Singh,John Smith,>90,Evening,1,5
c0b4291a-a279-495c-ad0d-5263b19a7a92,Inbound,Returns,Return request,57d033eb-b1c2-43d2-af25-a4412aedd409,2023-07-25 20:37:00,2023-08-01 17:52:00,AGRA,Electronics,$2499.0,Thomas Lewis,Aiden Patel,John Smith,31-60,Morning,4,6
1ca3bbc6-67f6-4520-a419-7a53c6d0759b,Inbound,Returns,Reverse Pickup Enquiry,b81f6961-d4bb-4a68-8ed0-ad229ca45d93,2023-07-19 22:41:00,2023-08-01 21:55:00,BERHAMPUR,Home,$1376.0,Carla Burke,Amelia Tanaka,Michael Lee,31-60,Evening,5,12
c7f50130-bf6d-491e-9ae6-aa4560d9090f,Inbound,Returns,Service Centres Related,11373ee3-ef96-4106-ac6a-2699f4089042,2022-08-01 13:45:00,2023-08-01 12:44:00,NEW DELHI,Electronics,$1799.0,Jenna Rivas,Mia Patel,John Smith,>90,Morning,5,364
0f777983-26b7-4b7b-b157-d4876933619f,Inbound,Returns,Fraudulent User,91e7636a-6fcd-411e-9a2e-691bf2b5417c,2023-07-21 18:15:00,2023-08-01 10:07:00,UDAIPUR,Electronics,$2399.0,Bobby Higgins,Scarlett Chen,John Smith,0-30,Morning,5,10
9ff8b39b-bbaa-4d4a-adcd-bdf39804c37d,Inbound,Returns,Reverse Pickup Enquiry,87961cb1-c068-4a35-8dfe-65702637a329,2023-07-07 19:29:00,2023-08-02 07:12:00,BELLARY,Books & General merchandise,$928.0,Tamara Washington,Elijah Yamaguchi,John Smith,>90,Evening,4,25
b9a777fa-dbb4-429f-8c6d-72dd06fe0237,Inbound,Returns,Reverse Pickup Enquiry,43fe7103-946b-48dc-a6d9-0da1f807008b,2023-07-24 11:38:00,2023-08-01 11:45:00,BANKURA,LifeStyle,$1409.0,Veronica Martinez,William Park,John Smith,61-90,Evening,5,8
8d7496b4-8671-45c5-9951-ca077b16a87e,Inbound,Order Related,Delayed,e50c2fb6-d6d4-4f74-a92b-c75d936b579d,2023-07-17 11:31:00,2023-08-01 10:49:00,JALALPUR,Books & General merchandise,$205.0,Douglas Tucker,Madison Kim,Emily Chen,>90,Split,5,14
7ab1cc80-414f-4093-adbc-909a2ef2bf06,Inbound,Returns,Damaged,51225ddc-aef3-4baa-89c4-78a581ca8ad4,2023-07-23 12:53:00,2023-08-02 10:18:00,JHUMRI TELAIYA,Books & General merchandise,$555.0,Daniel Davis,Madison Kim,John Smith,>90,Morning,5,9
0fd44e46-189e-48bf-87b3-f455cf64612b,Inbound,Cancellation,Not Needed,e020f11b-62e5-4d76-ad57-e981ad7278b9,2023-07-30 23:15:00,2023-08-02 09:40:00,CUTTACK,Mobile,$19999.0,Kathy Strong,Sophia Sato,John Smith,0-30,Morning,5,2
fe76ab08-32d9-4100-a5bf-60275c7d2195,Outcall,Order Related,Delayed,f0634d2e-2423-413a-9732-844b03ea9900,2023-07-23 05:09:00,2023-08-01 12:58:00,JAJPUR ROAD,Books & General merchandise,$175.0,Christopher Sanchez,Austin Johnson,Michael Lee,0-30,Morning,5,9
96877f4e-99b7-4213-8dcc-995087200488,Email,Payments related,Card/EMI,885f92e6-ce13-4333-a8db-64e8fb39804d,2023-07-06 11:23:00,2023-08-01 20:15:00,HYDERABAD,Mobile,$23999.0,Dakota Collins,Logan Lee,Emily Chen,61-90,Evening,5,26
17889c20-249f-4728-8bf6-39529a1eccea,Email,Order Related,Delayed,88ac6a5e-638a-4922-a71a-70f50dcce080,2023-07-07 21:29:00,2023-08-02 11:46:00,JHANSI,Home,$685.0,Kathy Strong,Sophia Sato,John Smith,0-30,Morning,5,25
097f05b6-aec2-4a6c-bc64-a18949e7ca7e,Inbound,Order Related,Delayed,5541fe5d-7f89-41c7-8ae6-015fc804873b,2023-07-22 19:29:00,2023-08-01 11:58:00,BHIWANDI,Home,$384.0,Laura Farmer,Nathan Patel,Michael Lee,>90,Afternoon,5,9
2ab948f1-c822-484c-a019-69f59968ae02,Inbound,Order Related,Delayed,03a619ff-52e1-4337-a097-83d267759be3,2023-07-29 18:15:00,2023-08-01 21:54:00,HYDERABAD,Mobile,$10499.0,Nicole Chavez,Alexander Tanaka,Michael Lee,0-30,Evening,4,3
f403f31c-a7a4-4aea-b806-c13678ef1244,Inbound,Returns,Reverse Pickup Enquiry,37806e54-f303-447f-af45-d1f420f4ad37,2023-07-24 14:21:00,2023-08-01 10:36:00,BHUBANESWAR,LifeStyle,$165.0,Douglas Savage,Jackson Park,John Smith,>90,Morning,5,7
04672e27-29aa-4699-a5dd-c3d82e75d443,Outcall,Returns,Reverse Pickup Enquiry,2101b0a6-43a0-4e6d-a811-6f80190cd6ee,2023-07-14 14:15:00,2023-08-02 12:23:00,DIMAPUR,LifeStyle,$299.0,Melissa West,William Park,John Smith,31-60,Morning,5,18
ae91f703-9e80-4ada-b199-ef7f164335c9,Inbound,Returns,Reverse Pickup Enquiry,f2f7044b-17b2-46ad-a1d8-4ad98ca43665,2023-07-18 19:55:00,2023-08-01 08:13:00,BETTIAH,LifeStyle,$349.0,Laura Allen,Oliver Nguyen,John Smith,>90,Morning,1,13
b5825d8a-9382-421c-ab3e-c80d2cc17fcf,Outcall,Returns,Reverse Pickup Enquiry,2be868cd-a947-4f22-bfa9-83ef2f25a8ac,2023-07-14 03:29:00,2023-08-02 14:19:00,SRINAGAR,LifeStyle,$286.0,Brandon Young,Zoe Yamamoto,John Smith,>90,Morning,1,19
47add826-7ed4-4c77-81b6-d05b8d167788,Inbound,Order Related,Order status enquiry,84c82ee3-e960-4703-8cf7-872465cbeda6,2023-07-28 08:18:00,2023-08-01 18:49:00,VIDISHA,Books & General merchandise,$755.0,Laura Farmer,Nathan Patel,Michael Lee,>90,Afternoon,1,4
59a96a82-ce8d-43c7-a6a9-53df5d588f12,Inbound,Order Related,Invoice request,50ac4191-79c7-42f3-8fb6-e5868dae13a2,2023-07-15 14:29:00,2023-08-01 17:58:00,BILASPUR,Electronics,$108490.0,Todd Bennett,Carter Park,Jennifer Nguyen,On Job Training,Evening,5,17
2f1c3ccf-e547-48d6-8769-8f6d5abbbb24,Inbound,Returns,Return request,74214472-0d71-4c91-b513-467eaf531647,2023-07-29 00:06:00,2023-08-01 09:18:00,LUCKNOW,Electronics,$1699.0,Timothy Huff,Aiden Patel,John Smith,>90,Morning,5,3
cf08d537-1ace-4639-a685-b4b4c5251d3d,Outcall,Order Related,Delayed,a8b0bc4c-6a86-4951-8dcb-e88fdcc6a72c,2023-07-26 20:13:00,2023-08-01 11:16:00,PURNIA,Mobile,$9999.0,Dakota Collins,Logan Lee,Emily Chen,61-90,Evening,4,5
ed280cbf-79ad-4487-b0fe-7a864fdc799e,Inbound,Cancellation,Not Needed,cc85c1d8-1863-4fcd-9490-f7c878dd7798,2023-07-29 14:53:00,2023-08-01 01:11:00,KOLKATA,Books & General merchandise,$64.0,Amanda Brown,Emily Yamashita,John Smith,>90,Morning,5,2
d1c9d849-88a6-4ec1-90e6-ba6a6b6862d7,Email,Returns,Reverse Pickup Enquiry,d8a0a447-ec92-4859-a988-3997ec5331ca,2023-07-16 19:10:00,2023-08-01 14:35:00,MIRZAPUR,Electronics,$332.0,Brett Smith,Dylan Kim,Michael Lee,>90,Morning,5,15
3a948fb2-1e60-4994-a264-75051acc42b2,Inbound,Order Related,Delayed,3827f850-b11d-4e4c-be75-1572471619b8,2023-07-16 10:03:00,2023-08-01 10:03:00,MADHUBANI,Furniture,$7499.0,Theresa Stewart,Madison Kim,John Smith,>90,Morning,5,16
35379f87-9aec-4243-99e0-484707a50e01,Inbound,Returns,Exchange / Replacement,52795f61-041d-4db1-96ad-d1bb27cb3fa3,2023-07-15 22:03:00,2023-08-01 11:15:00,GHAZIABAD,Mobile,$47999.0,Alexandra Reynolds,Zoe Yamamoto,John Smith,>90,Morning,5,16
a31d4218-7e34-402d-8311-cde1f4315750,Inbound,Returns,Reverse Pickup Enquiry,c54a61a4-85d1-45b3-81b1-7f330ef948c3,2023-07-13 22:32:00,2023-08-01 17:03:00,AMBAD,Electronics,$199.0,Zachary Simpson,Mia Patel,Emily Chen,61-90,Evening,1,18
0e685e27-409c-4de9-a4b2-823569331685,Inbound,Cancellation,Not Needed,a5943b6c-14e4-42cd-8f93-e7a279365797,2023-07-22 12:59:00,2023-08-01 15:59:00,KHAMGAON,Mobile,$32999.0,Matthew Reynolds,Evelyn Kimura,Jennifer Nguyen,On Job Training,Evening,5,10
9d94e650-f2c5-450e-8d00-231945c2f997,Inbound,Returns,Fraudulent User,45b45607-cdf9-4927-8225-67454cfcec26,2023-07-18 14:14:00,2023-08-01 15:55:00,AMRAOTI,Home Appliences,$31490.0,William Hall,Isabella Wong,John Smith,>90,Morning,4,14
02c4fd51-961b-43fa-b0fb-417a0f08e832,Inbound,Order Related,Delayed,e9d075dc-c413-42d9-b926-2f14c866d319,2023-07-24 20:09:00,2023-08-01 09:42:00,SRIPERUMBUDUR,LifeStyle,$3034.0,Carol Reid,Evelyn Kimura,John Smith,0-30,Morning,4,7
4887d01d-25ad-494d-a3ba-6942dd24ed83,Inbound,Returns,Reverse Pickup Enquiry,b2a76d88-f6e8-4f35-bb0f-716f7bba4755,2023-07-20 18:07:00,2023-08-02 21:08:00,BASTI,Books & General merchandise,$440.0,Jeffrey Ross,Isabella Wong,Emily Chen,>90,Afternoon,5,13
40969db5-2e1d-4c46-b398-c566a3490009,Outcall,Order Related,Delayed,4c8a2373-0847-4577-baa1-39ce393fc013,2023-07-19 20:23:00,2023-08-02 09:51:00,NALGONDA,Home Appliences,$1808.0,Sean Williams,Mason Gupta,Jennifer Nguyen,On Job Training,Morning,5,13
efe5ca44-a863-4040-aab3-16b43d7220aa,Inbound,Order Related,Order status enquiry,3cde7088-19b3-4847-8989-ad740f0ca5fd,2023-07-27 08:23:00,2023-08-01 10:27:00,BARMER,Electronics,$699.0,Mrs. Jennifer Stone,Dylan Kim,Michael Lee,>90,Morning,5,5
cb8d0a4d-4c9c-4b21-88e9-42e8f16430a6,Inbound,Order Related,Delayed,29f71532-7e1e-493f-9a1c-239d1e7f37ec,2023-07-17 03:55:00,2023-08-01 16:24:00,HYDERABAD,LifeStyle,$1094.0,Trevor Villarreal,Elijah Yamaguchi,Michael Lee,31-60,Morning,5,15
b44ece7f-ccbb-4b71-8d79-cd607ddd6ea4,Email,Order Related,Delayed,b12a1779-7214-4e55-b6c3-36d13bc4cfa3,2023-07-26 10:43:00,2023-08-02 09:59:00,MADHUBANI,Home Appliences,$1849.0,Joseph Smith,William Park,John Smith,31-60,Morning,5,6
44310cde-83d6-4e1c-b9fa-d16699714e4b,Inbound,Cancellation,Not Needed,60db7bad-7c5a-416f-a1de-cb72dcad6491,2023-07-21 22:55:00,2023-08-01 07:09:00,CHARKHI DADRI,Books & General merchandise,$324.0,Kimberly Medina,Lily Chen,Michael Lee,>90,Morning,5,10
7d82bba5-6a29-4005-b1cd-d78fca4042d3,Inbound,Order Related,Delayed,03790c4a-9203-4476-8656-7f5a6c6707e3,2023-07-24 17:48:00,2023-08-02 17:19:00,TIRUPATI,Electronics,$170.0,Kelsey Garcia,Mia Yamamoto,Emily Chen,>90,Evening,4,8
b036e1c5-8c10-4c7a-9a54-200cd8970194,Inbound,Order Related,Delayed,c884789e-7076-46db-bee9-d4a7d2e2be8c,2023-07-28 07:24:00,2023-08-01 15:58:00,AURANGABAD,Mobile,$14999.0,Matthew Mendoza MD,William Park,John Smith,61-90,Evening,1,4
7fb1e739-3b0b-4814-8a6e-98ac96554221,Inbound,Order Related,Order status enquiry,716ca871-4f0c-432c-858c-02ded0b358ae,2023-07-31 21:11:00,2023-08-01 10:11:00,LUCKNOW,Books & General merchandise,$220.0,Mark Black,Sophia Sato,John Smith,>90,Afternoon,4,0
bbf84fbd-f082-4e64-9a49-0c5abd58ed6c,Outcall,Order Related,Delayed,50ded6e5-0962-4235-b90e-97f671a3c323,2023-07-26 01:03:00,2023-08-01 17:38:00,MUMBAI,LifeStyle,$1511.0,Sara Campbell,Logan Lee,Emily Chen,61-90,Evening,5,6
9e6f405c-6fc5-42df-90ff-d2ea6d85767a,Inbound,Order Related,Delayed,05f1c9fe-7107-4e9a-a92f-b73fc989600d,2023-07-29 00:35:00,2023-08-01 21:05:00,KOLKATA,Books & General merchandise,$156.0,Kevin Lane,Olivia Wang,John Smith,>90,Evening,4,3
70396492-af67-4b5f-a661-23927170ccad,Outcall,Returns,Damaged,52ed517c-d432-4f36-9b7f-3399df84f22b,2023-07-29 22:22:00,2023-08-01 08:40:00,NEW DELHI,Books & General merchandise,$70.0,Michael Dunlap,Charlotte Suzuki,Jennifer Nguyen,On Job Training,Evening,5,2
3fc8fde1-cf7d-4d13-909d-8b5db705a11a,Inbound,Returns,Reverse Pickup Enquiry,473f4cb1-4983-4316-ac67-d0e24f7d067d,2023-07-17 17:54:00,2023-08-01 15:45:00,BHOPAL,Home Appliences,$3580.0,Dennis Campbell,Harper Wong,William Kim,On Job Training,Evening,5,14
933abc76-8058-4561-8dc8-087ae1153458,Inbound,Returns,Reverse Pickup Enquiry,0dbe6d1f-f99f-451b-a1b0-d971a35b5b70,2023-07-23 14:05:00,2023-08-01 08:25:00,KATIHAR,LifeStyle,$199.0,Rachel Smith,Alexander Tanaka,Michael Lee,0-30,Evening,3,8
39e814d5-3682-4da8-b9a8-212b7af90cbf,Email,Returns,Wrong,eedaa554-1564-4b14-adf6-1d09e612cefb,2023-07-25 08:47:00,2023-08-02 15:08:00,KHANDWA,Mobile,$18999.0,Melissa West,William Park,John Smith,31-60,Morning,5,8
833767e2-b20d-4dd6-b721-8be6f23643e5,Inbound,Order Related,Order status enquiry,9faf1736-4751-490f-94da-8ed9831831cf,2023-07-31 14:48:00,2023-08-01 10:29:00,MEDINIPUR,Mobile,$29999.0,Jamie Smith,Scarlett Chen,John Smith,0-30,Morning,5,0
3ff15932-39d3-4d56-86a6-a312d91fd91d,Inbound,Order Related,Delayed,7d9c6f38-77c8-4c7c-b973-44b7209d6487,2023-07-26 16:55:00,2023-08-01 16:24:00,AHMEDABAD,Mobile,$14999.0,Morgan Gomez,Jackson Park,William Kim,On Job Training,Evening,3,5
43ad7b74-2014-4a39-868b-58ae7d059b6e,Inbound,Order Related,Delayed,09a86a3b-621f-4939-8075-47026d616f1f,2023-07-23 00:54:00,2023-08-01 18:30:00,CHENNAI,Mobile,$32999.0,Stacy Singh,Aiden Patel,John Smith,>90,Morning,5,9
f89bc021-404f-4525-a54b-c914181b797e,Inbound,Feedback,UnProfessional Behaviour,ab6ce533-7b0f-466f-be68-7df0e2daed17,2023-07-05 20:37:00,2023-08-01 12:40:00,DURGAPUR,Books & General merchandise,$220.0,John Robinson,Nathan Patel,Michael Lee,>90,Afternoon,4,26
4428d8bb-5ef3-45fc-bb10-283f1d03e465,Inbound,Returns,Fraudulent User,c7e013fb-9823-4317-86c6-da00eafb5466,2023-07-30 22:02:00,2023-08-01 06:23:00,BHIWADI,Books & General merchandise,$184.0,Anita Harris,Ethan Nakamura,Emily Chen,0-30,Evening,4,1
